instruction_text.started,instruction_text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,text_2.started,text_2.stopped,text.started,text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,one.started,one.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,two.started,two.stopped,three.started,three.stopped,seven.started,seven.stopped,eight.started,eight.stopped,nine.started,nine.stopped,four.started,four.stopped,five.started,five.stopped,six.started,six.stopped,ten.started,ten.stopped,eleven.started,eleven.stopped,twelve.started,twelve.stopped,gram01.started,gram01.stopped,gram02.started,gram02.stopped,gram03.started,gram03.stopped,gram04.started,gram04.stopped,gram05.started,gram05.stopped,gram06.started,gram06.stopped,gram07.started,gram07.stopped,gram08.started,gram08.stopped,gram09.started,gram09.stopped,gram10.started,gram10.stopped,gram11.started,gram11.stopped,gram12.started,gram12.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.484496100001707,None,-0.010185185185185186,-0.4740740740740741,1,0,0,text_2,0.008953219978138804,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_03_1723,tg_main,3.2.4,59.47322188382968,
,,,,,,,,,,10.484496100001707,None,12.342201900002692,None,-0.025,-0.1648148148148148,1,0,0,0.011265019998973003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_03_1723,tg_main,3.2.4,59.47322188382968,
,,,,,,,,,,,,,,,,,,,,,13.117789700001595,None,-0.6944444444444444,0.31666666666666665,1,0,0,one,0.011807820003014058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_03_1723,tg_main,3.2.4,59.47322188382968,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.117789700001595,None,13.117789700001595,None,13.117789700001595,None,13.117789700001595,None,13.117789700001595,None,13.117789700001595,None,13.117789700001595,None,13.117789700001595,None,13.117789700001595,None,13.117789700001595,None,13.117789700001595,None,13.448469700000715,None,13.448469700000715,None,13.448469700000715,None,13.448469700000715,None,13.448469700000715,None,13.448469700000715,None,13.448469700000715,None,13.448469700000715,None,13.448469700000715,None,13.448469700000715,None,13.448469700000715,None,13.448469700000715,None,,,,,,,
