instruction_text.started,instruction_text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,text_2.started,text_2.stopped,text.started,text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,one_7.started,one_7.stopped,mouse_9.x,mouse_9.y,mouse_9.leftButton,mouse_9.midButton,mouse_9.rightButton,mouse_9.clicked_name,mouse_9.started,mouse_9.stopped,two_7.started,two_7.stopped,three_7.started,three_7.stopped,seven_7.started,seven_7.stopped,eight_7.started,eight_7.stopped,nine_7.started,nine_7.stopped,four_7.started,four_7.stopped,five_7.started,five_7.stopped,six_7.started,six_7.stopped,ten_7.started,ten_7.stopped,eleven_7.started,eleven_7.stopped,twelve_7.started,twelve_7.stopped,gram01_4.started,gram01_4.stopped,gram02_4.started,gram02_4.stopped,gram03_4.started,gram03_4.stopped,gram04_4.started,gram04_4.stopped,gram05_4.started,gram05_4.stopped,gram06_4.started,gram06_4.stopped,gram07_4.started,gram07_4.stopped,gram08_4.started,gram08_4.stopped,gram09_4.started,gram09_4.stopped,gram10_4.started,gram10_4.stopped,gram11_4.started,gram11_4.stopped,gram12_4.started,gram12_4.stopped,easy_succ_7.started,easy_succ_7.stopped,one_8.started,one_8.stopped,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_10.started,mouse_10.stopped,two_8.started,two_8.stopped,three_8.started,three_8.stopped,seven_8.started,seven_8.stopped,eight_8.started,eight_8.stopped,nine_8.started,nine_8.stopped,four_8.started,four_8.stopped,five_8.started,five_8.stopped,six_8.started,six_8.stopped,ten_8.started,ten_8.stopped,eleven_8.started,eleven_8.stopped,twelve_8.started,twelve_8.stopped,gram01_5.started,gram01_5.stopped,gram02_5.started,gram02_5.stopped,gram03_5.started,gram03_5.stopped,gram04_5.started,gram04_5.stopped,gram05_5.started,gram05_5.stopped,gram06_5.started,gram06_5.stopped,gram07_5.started,gram07_5.stopped,gram08_5.started,gram08_5.stopped,gram09_5.started,gram09_5.stopped,gram10_5.started,gram10_5.stopped,gram11_5.started,gram11_5.stopped,gram12_5.started,gram12_5.stopped,easy_succ_8.started,easy_succ_8.stopped,one_9.started,one_9.stopped,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,mouse_11.started,mouse_11.stopped,two_9.started,two_9.stopped,three_9.started,three_9.stopped,seven_9.started,seven_9.stopped,eight_9.started,eight_9.stopped,nine_9.started,nine_9.stopped,four_9.started,four_9.stopped,five_9.started,five_9.stopped,six_9.started,six_9.stopped,ten_9.started,ten_9.stopped,eleven_9.started,eleven_9.stopped,twelve_9.started,twelve_9.stopped,gram01_6.started,gram01_6.stopped,gram02_6.started,gram02_6.stopped,gram03_6.started,gram03_6.stopped,gram04_6.started,gram04_6.stopped,gram05_6.started,gram05_6.stopped,gram06_6.started,gram06_6.stopped,gram07_6.started,gram07_6.stopped,gram08_6.started,gram08_6.stopped,gram09_6.started,gram09_6.stopped,gram10_6.started,gram10_6.stopped,gram11_6.started,gram11_6.stopped,gram12_6.started,gram12_6.stopped,easy_succ_9.started,easy_succ_9.stopped,call_exp_text.started,call_exp_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,TIPI_txt.started,TIPI_txt.stopped,itemIndex,questions,ratings,rt,tipi_scale.started,tipi_scale.stopped,one_4.started,one_4.stopped,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.clicked_name,mouse_6.started,mouse_6.stopped,two_4.started,two_4.stopped,three_4.started,three_4.stopped,seven_4.started,seven_4.stopped,eight_4.started,eight_4.stopped,nine_4.started,nine_4.stopped,four_4.started,four_4.stopped,five_4.started,five_4.stopped,six_4.started,six_4.stopped,ten_4.started,ten_4.stopped,eleven_4.started,eleven_4.stopped,twelve_4.started,twelve_4.stopped,gram13_4.started,gram13_4.stopped,gram14_4.started,gram14_4.stopped,gram15_4.started,gram15_4.stopped,gram16_4.started,gram16_4.stopped,gram17_4.started,gram17_4.stopped,gram18_4.started,gram18_4.stopped,gram19_4.started,gram19_4.stopped,gram20_4.started,gram20_4.stopped,gram21_4.started,gram21_4.stopped,gram22_4.started,gram22_4.stopped,gram23_4.started,gram23_4.stopped,gram24_4.started,gram24_4.stopped,easy_succ_4.started,easy_succ_4.stopped,one_10.started,one_10.stopped,mouse_12.x,mouse_12.y,mouse_12.leftButton,mouse_12.midButton,mouse_12.rightButton,mouse_12.clicked_name,mouse_12.started,mouse_12.stopped,two_10.started,two_10.stopped,three_10.started,three_10.stopped,seven_10.started,seven_10.stopped,eight_10.started,eight_10.stopped,nine_10.started,nine_10.stopped,four_10.started,four_10.stopped,five_10.started,five_10.stopped,six_10.started,six_10.stopped,ten_10.started,ten_10.stopped,eleven_10.started,eleven_10.stopped,twelve_10.started,twelve_10.stopped,gram13.started,gram13.stopped,gram14.started,gram14.stopped,gram15.started,gram15.stopped,gram16.started,gram16.stopped,gram17.started,gram17.stopped,gram18.started,gram18.stopped,gram19.started,gram19.stopped,gram20.started,gram20.stopped,gram21.started,gram21.stopped,gram22.started,gram22.stopped,gram23.started,gram23.stopped,gram24.started,gram24.stopped,easy_succ_10.started,easy_succ_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
32.287650000012945,None,-0.11018518518518519,-0.4583333333333333,1,0,0,text_2,0.013701258809305727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,32.287650000012945,None,52.76946179999504,None,-0.2518518518518518,-0.3648148148148148,1,0,0,0.015526729985140264,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,,,,,,,,,,,,64.1331504000118,None,-0.020370370370370372,0.000925925925925926,1,0,0,continue_text,0.01412681001238525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,64.1331504000118,None,65.69934240001021,None,-0.027777777777777776,-0.012037037037037037,1,0,0,continue_text,0.014018820016644895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,65.69934240001021,None,67.27287600003183,None,-0.03611111111111111,-0.020370370370370372,1,0,0,continue_text,0.011178319982718676,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.27287600003183,None,67.92757280002115,None,y,0.9492110999999568,67.92757280002115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.93039679998765,None,1,""I see my partner as extraverted, enthusiastic."",0.0,2.304667000018526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,""I see my partner as critical, quarrelsome."",1.0,2.7141936999978498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,""I see my partner as dependable, self-disciplined."",2.0,3.3853003999684006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,""I see my partner as anxious, easily upset."",3.0,5.028114299988374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,""I see my partner as open to new experiences, complex."",4.0,5.4743109999690205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,""I see my partner as reserved, quiet." ",5.0,6.724858800007496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,""I see my partner as sympathetic, warm."",6.0,8.662016599962953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,""I see my partner as disorganized, careless."",5.0,3.2184533000108786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,""I see my partner as calm, emotionally stable."",4.0,3.0661251000128686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,""I see my partner as conventional, uncreative."",4.0,4.057281700021122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.58436630002689,None,82.11026390001643,None,-0.05277777777777778,-0.024074074074074074,1,0,0,continue_text,0.003501819970551878,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_06_0709,tg_dr_set1,3.2.4,59.88927670574019,
