trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon.stopped,polygon_2.started,polygon_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,9.353572107153013,None,9.353572107153013,None,space,8.745574901578948,9.353572107153013,None,"[-0.39166666666666666, 0.3731481481481482, -0.003703703703703704, 0.375, 0.5462962962962963, 0.412962962962963, 0.2037037037037037, -0.3074074074074074]","[0.027777777777777776, -0.019444444444444445, 0.14166666666666666, 0.1175925925925926, 0.2564814814814815, 0.11018518518518519, 0.020370370370370372, -0.22592592592592592]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.9812312338035554, 2.342497556703165, 4.662800501100719, 5.9669157260796055, 6.931556467316113, 7.58284892491065, 8.014952093944885, 8.417176106246188]",0.0035123737761750817,None,1,001,2019_Nov_02_1633,movingPics,3.2.4,59.61783571402813,
