instruction_text.started,instruction_text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,text_2.started,text_2.stopped,text.started,text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,one.started,one.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,two.started,two.stopped,three.started,three.stopped,seven.started,seven.stopped,eight.started,eight.stopped,nine.started,nine.stopped,four.started,four.stopped,five.started,five.stopped,six.started,six.stopped,ten.started,ten.stopped,eleven.started,eleven.stopped,twelve.started,twelve.stopped,finish_trial1.started,finish_trial1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
17.625221439870074,None,-0.006481481481481481,-0.43425925925925923,1,0,0,text_2,0.009180948254652321,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_02_1823,tg_main,3.2.4,59.891652094616944,
,,,,,,,,,,17.625221439870074,None,19.062657368835062,None,0.021296296296296296,-0.20462962962962963,1,0,0,0.012478510150685906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_02_1823,tg_main,3.2.4,59.891652094616944,
,,,,,,,,,,,,,,,,,,,,,20.1143329157494,None,-0.6435185185185185,0.2833333333333333,1,0,0,one,0.014013371197506785,None,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_02_1823,tg_main,3.2.4,59.891652094616944,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1143329157494,None,20.1143329157494,None,20.1143329157494,None,20.1143329157494,None,20.1143329157494,None,20.1143329157494,None,20.1143329157494,None,20.1143329157494,None,20.1143329157494,None,20.1143329157494,None,20.1143329157494,None,20.1143329157494,None,,,,,,,
