trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,this_trial,tangram_set,instruction_text.started,instruction_text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,text_2.started,text_2.stopped,text.started,text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,9.747376799998165,None,-0.1824074074074074,-0.4444444444444444,1,0,0,text_2,0.011787499955971725,None,,,,,,,,,,,,1,001,2019_Nov_03_2048,tg_main,3.2.4,60.398254006652216,
,,,,,,,,,,,,,,,,9.747376799998165,None,10.448102700000163,None,0.07222222222222222,0.0,1,0,0,0.010960970001178794,None,1,001,2019_Nov_03_2048,tg_main,3.2.4,60.398254006652216,
