instruction_text.started,instruction_text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.53408200002741,None,-0.08055555555555556,-0.46296296296296297,1,0,0,text_2,0.0022131993900984526,None,,,55,001,2019_Nov_06_1503,tg_dr_set2,3.2.4,59.89444203344237,
,,,,,,,,,,14.53408200002741,None,,,,,,,
