instruction_text.started,instruction_text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
17.268753690761514,None,-0.1388888888888889,0.1787037037037037,0,0,0,0.012808238039724529,None,1,001,2019_Nov_02_1520,tg_main,3.2.4,59.77210748157475,
