instruction_text.started,instruction_text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,text_2.started,text_2.stopped,text.started,text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
427.8483708000276,None,-0.14722222222222223,-0.4666666666666667,1,0,0,text_2,0.0043622993980534375,None,,,,,,,,,,,,1,001,2019_Nov_06_0639,tg_dr_set1,3.2.4,59.935868620669666,
,,,,,,,,,,427.8483708000276,None,446.83171420003055,None,-0.001851851851851852,-0.05740740740740741,1,0,0,0.004583699977956712,None,1,001,2019_Nov_06_0639,tg_dr_set1,3.2.4,59.935868620669666,
