instruction_text.started,instruction_text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,text_2.started,text_2.stopped,text.started,text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,one.started,one.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,two.started,two.stopped,three.started,three.stopped,seven.started,seven.stopped,eight.started,eight.stopped,nine.started,nine.stopped,four.started,four.stopped,five.started,five.stopped,six.started,six.stopped,ten.started,ten.stopped,eleven.started,eleven.stopped,twelve.started,twelve.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.546778555610217,None,-0.1425925925925926,-0.4685185185185185,1,0,0,text_2,0.012417809572070837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_02_1702,tg_main,3.2.4,60.449602812297385,
,,,,,,,,,,10.546778555610217,None,12.180915614473633,None,0.007407407407407408,-0.12314814814814815,1,0,0,0.012588021229021251,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_02_1702,tg_main,3.2.4,60.449602812297385,
,,,,,,,,,,,,,,,,,,,,,13.098974635475315,None,-0.6842592592592592,0.26481481481481484,1,0,0,one,0.0091627441579476,None,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_02_1702,tg_main,3.2.4,60.449602812297385,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.098974635475315,None,13.098974635475315,None,13.098974635475315,None,13.098974635475315,None,13.098974635475315,None,13.098974635475315,None,13.098974635475315,None,13.098974635475315,None,13.098974635475315,None,13.098974635475315,None,13.098974635475315,None,,,,,,,
