instruction_text.started,instruction_text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,text_2.started,text_2.stopped,text.started,text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,one.started,one.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.499657529173419,None,-0.03518518518518519,-0.46111111111111114,1,0,0,text_2,0.015180047834292054,None,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_02_1611,tg_main,3.2.4,60.31747230324869,
,,,,,,,,,,15.499657529173419,None,18.096600664197467,None,-0.018518518518518517,-0.07777777777777778,1,0,0,0.011064367601647973,None,,,,,,,,,,,1,001,2019_Nov_02_1611,tg_main,3.2.4,60.31747230324869,
,,,,,,,,,,,,,,,,,,,,,18.757846393273212,None,-0.4212962962962963,0.4601851851851852,1,0,0,one,0.01379332528449595,None,1,001,2019_Nov_02_1611,tg_main,3.2.4,60.31747230324869,
