instruction_text.started,instruction_text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,text_2.started,text_2.stopped,text.started,text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,one.started,one.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,two.started,two.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.570117771276273,None,-0.15185185185185185,-0.4675925925925926,1,0,0,text_2,0.006881956593133509,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_02_1618,tg_main,3.2.4,59.85351699644487,
,,,,,,,,,,12.570117771276273,None,14.13391348568257,None,0.021296296296296296,-0.2916666666666667,1,0,0,0.014129708870314062,None,,,,,,,,,,,,,1,001,2019_Nov_02_1618,tg_main,3.2.4,59.85351699644487,
,,,,,,,,,,,,,,,,,,,,,14.612283210852183,None,-0.6712962962962963,0.24351851851851852,1,0,0,one,0.013903291313908994,None,,,1,001,2019_Nov_02_1618,tg_main,3.2.4,59.85351699644487,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.612283210852183,None,,,,,,,
