instruction_text.started,instruction_text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,text_2.started,text_2.stopped,text.started,text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,one.started,one.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,two.started,two.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.891381568275392,None,-0.10462962962962963,-0.4537037037037037,1,0,0,text_2,0.012779168086126447,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_02_1618,tg_main,3.2.4,59.89797864301576,
,,,,,,,,,,8.891381568275392,None,10.33819619147107,None,-0.07685185185185185,-0.14907407407407408,1,0,0,0.014340197667479515,None,,,,,,,,,,,,,1,001,2019_Nov_02_1618,tg_main,3.2.4,59.89797864301576,
,,,,,,,,,,,,,,,,,,,,,11.026428848621435,None,-0.687962962962963,0.325,1,0,0,one,0.012906029704026878,None,,,1,001,2019_Nov_02_1618,tg_main,3.2.4,59.89797864301576,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.026428848621435,None,,,,,,,
