instruction_text.started,instruction_text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,text_2.started,text_2.stopped,text.started,text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,one.started,one.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,two.started,two.stopped,three.started,three.stopped,seven.started,seven.stopped,eight.started,eight.stopped,nine.started,nine.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.448318195296451,None,-0.10833333333333334,-0.46296296296296297,1,0,0,text_2,0.012237131246365607,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_02_1630,tg_main,3.2.4,59.85840861568663,
,,,,,,,,,,10.448318195296451,None,11.875901545980014,None,-0.15185185185185185,-0.24722222222222223,1,0,0,0.00863322289660573,None,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_02_1630,tg_main,3.2.4,59.85840861568663,
,,,,,,,,,,,,,,,,,,,,,12.523430237779394,None,-0.6555555555555556,0.24166666666666667,1,0,0,one,0.014434746815823019,None,,,,,,,,,,,1,001,2019_Nov_02_1630,tg_main,3.2.4,59.85840861568663,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.523430237779394,None,12.523430237779394,None,12.523430237779394,None,12.523430237779394,None,12.523430237779394,None,,,,,,,
