instruction_text.started,instruction_text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,text_2.started,text_2.stopped,text.started,text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.38981769408565,None,-0.05277777777777778,-0.43796296296296294,1,0,0,0.014652630779892206,None,,,,,,,,,,,,1,001,2019_Nov_02_1348,tg_main,3.2.4,60.15399408089995,
,,,,,,,,,9.38981769408565,None,13.677238319884054,None,-0.07962962962962963,-0.29259259259259257,1,0,0,0.014059849199838936,None,1,001,2019_Nov_02_1348,tg_main,3.2.4,60.15399408089995,
