instruction_text.started,instruction_text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,text_2.started,text_2.stopped,text.started,text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,one.started,one.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.308168554794975,None,-0.05925925925925926,-0.45555555555555555,1,0,0,text_2,0.0001629864564165473,None,,,,,,,,,,,,,,1,001,2019_Nov_02_1557,tg_main,3.2.4,60.047551199993805,
,,,,,,,,,,15.308168554794975,None,46.489766835351475,None,0.041666666666666664,-0.16296296296296298,1,0,0,0.012718694983050227,None,,,1,001,2019_Nov_02_1557,tg_main,3.2.4,60.047551199993805,
,,,,,,,,,,,,,,,,,,,,,47.12193326477427,None,,,,,,,
