instruction_text.started,instruction_text.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,text_2.started,text_2.stopped,text.started,text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.17100500955712,None,-0.08425925925925926,-0.05648148148148148,1,0,0,0.013970761327072978,None,,,,,,,,,,,,1,001,2019_Nov_02_1347,tg_main,3.2.4,60.02950569809368,
,,,,,,,,,9.17100500955712,None,11.139778156299144,None,-0.08425925925925926,-0.05648148148148148,1,0,0,0.012735135853290558,None,1,001,2019_Nov_02_1347,tg_main,3.2.4,60.02950569809368,
